Brand,Model,Year,Age,Transmission,Owner,FuelType,PostedDate
Maruti Suzuki,Baleno,2019,5,Automatic,first,Petrol,24-Nov
Volkswagen,Polo,2012,12,Manual,second,Petrol,24-Nov
Honda,Jazz,2017,7,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift Dzire,2017,7,Manual,second,Diesel,23-Dec
Toyota,Innova Hycross,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto,2006,18,Manual,second,Petrol,24-Nov
Mercedes-Benz,C-Class,2016,8,Automatic,second,Diesel,24-Nov
Hyundai,i10,2014,10,Manual,first,Petrol,24-Aug
Hyundai,Xcent Prime,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2016,8,Manual,second,Hybrid/CNG,24-Nov
Hyundai,New i20,2021,3,Automatic,first,Petrol,24-Nov
Honda,Brio,2012,12,Manual,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2008,16,Manual,second,Hybrid/CNG,24-Nov
Audi,A6,2014,10,Automatic,first,Diesel,24-Nov
Maruti Suzuki,maruti-suzuki-dzire,2019,5,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Ford,Endeavour,2016,8,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Eeco,2022,2,Manual,first,Hybrid/CNG,24-Nov
Kia,Seltos,2020,4,Manual,first,Diesel,24-Nov
Hyundai,Grand i10,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Elantra,2017,7,Automatic,first,Petrol,24-Nov
Hyundai,Grand i10 Nios,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Urban Cruiser,2022,2,Automatic,first,Petrol,24-Nov
Mahindra,Thar,2015,9,Manual,second,Diesel,24-Nov
Toyota,Glanza,2019,5,Manual,first,Petrol,24-Nov
Mercedes-Benz,GLC,2016,8,Automatic,first,Diesel,24-Nov
Tata,Harrier,2021,3,Automatic,first,Diesel,24-Nov
Isuzu,MUX,2019,5,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Alto-800,2013,11,Manual,first,Petrol,24-Nov
Mahindra,XUV 300,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Honda,Jazz,2016,8,Automatic,second,Hybrid/CNG,24-Sep
Maruti Suzuki,Eeco,2022,2,Automatic,second,Hybrid/CNG,24-Nov
Audi,Q7,2017,7,Automatic,first,Diesel,24-Nov
Hyundai,Creta,2020,4,Automatic,first,Petrol,24-Nov
Hyundai,Venue,2023,1,Automatic,first,Petrol,24-Nov
Hyundai,Creta,2016,8,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2014,10,Manual,first,Diesel,24-Nov
Hyundai,Creta,2017,7,Automatic,second,Petrol,24-Nov
Land Rover,Range Rover Evoque,2021,3,Automatic,second,Diesel,24-Oct
Maruti Suzuki,Omni,2013,11,Manual,second,Hybrid/CNG,24-Nov
Tata,Safari,2021,3,Automatic,second,Diesel,24-Nov
Hyundai,i10,2012,12,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2022,2,Manual,first,Petrol,24-Nov
Hyundai,Santro,2002,22,Manual,first,Petrol,24-Nov
Kia,Sonet,2020,4,Automatic,second,Diesel,24-Nov
Hyundai,Verna,2013,11,Manual,first,Diesel,24-Nov
Hyundai,Xcent Prime,2018,6,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-800,2017,7,Manual,first,Petrol,24-Oct
MG,ASTOR,2022,2,Automatic,second,Hybrid/CNG,24-Nov
Honda,City,2016,8,Automatic,first,Hybrid/CNG,24-Nov
Tata,Nexon,2021,3,Manual,first,Diesel,24-Nov
Maruti Suzuki,Celerio,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2018,6,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2016,8,Manual,second,Hybrid/CNG,24-Nov
Mahindra,Scorpio,2011,13,Manual,first,Diesel,24-Nov
Hyundai,Xcent,2016,8,Automatic,first,Petrol,24-Nov
Skoda,Rapid,2015,9,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift,2013,11,Manual,second,Petrol,24-Nov
Renault,KWID,2015,9,Manual,first,Petrol,24-Nov
Hyundai,Verna,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2022,2,Manual,first,Petrol,24-Nov
Skoda,Fabia,2012,12,Manual,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2018,6,Manual,first,Petrol,24-Sep
Skoda,Octavia,2020,4,Automatic,second,Petrol,24-Nov
Skoda,Rapid,2018,6,Automatic,first,Diesel,24-Nov
Toyota,Corolla Altis,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Mercedes-Benz,CLA,2019,5,Automatic,second,Diesel,24-Nov
Mercedes-Benz,M-Class,2016,8,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Omni,2018,6,Manual,second,Petrol,24-Nov
Tata,Indica,2011,13,Manual,first,Diesel,24-Oct
Maruti Suzuki,Alto-800,2012,12,Manual,second,Petrol,24-Nov
Maruti Suzuki,S-Cross,2017,7,Manual,first,Diesel,24-Nov
Ford,Mustang,2017,7,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2016,8,Manual,second,Hybrid/CNG,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Oct
Mahindra,Bolero Neo,2022,2,Manual,first,Diesel,24-Nov
Maruti Suzuki,Baleno,2023,1,Manual,first,Petrol,24-Nov
Mercedes-Benz,B Class,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Eeco,2020,4,Manual,second,Hybrid/CNG,24-Nov
Jeep,Wrangler,2022,2,Automatic,second,Petrol,24-Nov
Volvo,S60,2012,12,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ignis,2018,6,Automatic,second,Hybrid/CNG,24-Nov
Toyota,Innova Crysta,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Celerio,2016,8,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon R 1.0,2017,7,Manual,first,Hybrid/CNG,24-Nov
Renault,Kiger,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,i20,2017,7,Manual,second,Petrol,24-Nov
Honda,Accord,2010,14,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2022,2,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ignis,2019,5,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Alto-800,2020,4,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2017,7,Manual,second,Hybrid/CNG,24-Oct
Maruti Suzuki,Alto-800,2015,9,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ignis,2018,6,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2020,4,Manual,first,Petrol,24-Nov
Honda,Amaze,2016,8,Manual,second,Diesel,24-Oct
Tata,Tigor,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Brezza,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2020,4,Automatic,first,Petrol,24-Aug
Toyota,Etios,2015,9,Manual,second,Diesel,24-Nov
Datsun,RediGO,2018,6,Manual,first,Petrol,24-Nov
Hyundai,i20,2013,11,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto,2019,5,Manual,second,Petrol,24-Nov
Hyundai,Elantra,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2015,9,Manual,second,Hybrid/CNG,24-Nov
Mercedes-Benz,GL-Class,2015,9,Automatic,second,Diesel,24-Nov
Mahindra,Marazzo,2020,4,Manual,first,Diesel,24-Nov
Maruti Suzuki,Baleno,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Honda,Amaze,2017,7,Manual,second,Hybrid/CNG,24-Nov
Toyota,Innova Crysta,2019,5,Automatic,first,Petrol,24-Nov
Toyota,Corolla Altis,2011,13,Manual,second,Hybrid/CNG,24-Nov
Ford,Aspire,2017,7,Manual,second,Hybrid/CNG,24-Nov
Audi,A6,2013,11,Automatic,second,Diesel,24-Nov
Hyundai,Elite i20,2017,7,Manual,second,Diesel,24-Nov
Audi,A3,2016,8,Automatic,second,Diesel,24-Nov
Hyundai,Alcazar,2022,2,Automatic,first,Petrol,24-Nov
BMW,X1,2016,8,Automatic,second,Diesel,24-Nov
Hyundai,Verna,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Celerio,2015,9,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Sx4,2009,15,Manual,second,Hybrid/CNG,24-Nov
Kia,Seltos,2019,5,Manual,first,Petrol,24-Nov
Ford,Ecosport,2014,10,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ignis,2018,6,Automatic,first,Diesel,24-Nov
Honda,City,2015,9,Manual,second,Diesel,24-Nov
Toyota,Fortuner,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Eeco,2019,5,Manual,second,Petrol,24-Nov
Hyundai,Xcent,2014,10,Manual,first,Petrol,24-Nov
Hyundai,Creta,2016,8,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Eeco,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ritz,2015,9,Manual,first,Diesel,24-Nov
Hyundai,Creta,2019,5,Manual,second,Diesel,24-Mar
Mahindra,XUV500,2015,9,Manual,second,Diesel,24-Nov
Toyota,Fortuner,2024,0,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2019,5,Automatic,second,Petrol,24-Nov
Mahindra,Xylo,2011,13,Manual,first,Diesel,24-Nov
Honda,City,2015,9,Manual,second,Diesel,24-Nov
Mahindra,Alturas G4,2019,5,Automatic,first,Diesel,24-Nov
Volkswagen,VentoTest,2016,8,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R-1-0,2016,8,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Vitara-Brezza,2019,5,Automatic,first,Diesel,24-Nov
Toyota,Etios,2013,11,Manual,second,Diesel,24-Nov
Maruti Suzuki,Alto-800,2009,15,Manual,first,Hybrid/CNG,24-Nov
Tata,Zest,2015,9,Manual,second,Hybrid/CNG,24-Nov
Chevrolet,Cruze,2013,11,Manual,first,Diesel,24-Nov
Audi,A4,2013,11,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Santro Xing,2013,11,Manual,first,Hybrid/CNG,24-Nov
Toyota,Innova,2013,11,Manual,second,Diesel,24-Nov
Skoda,Octavia,2015,9,Automatic,second,Petrol,24-Nov
Hyundai,i20,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Omni,2015,9,Manual,second,Petrol,24-Nov
MG,Hector,2019,5,Manual,first,Diesel,24-Sep
Hyundai,Creta,2018,6,Automatic,second,Diesel,24-Nov
Honda,Jazz,2018,6,Automatic,second,Petrol,24-Nov
Toyota,Innova Crysta,2020,4,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2022,2,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2022,2,Automatic,first,Petrol,24-Nov
BMW,5 Series,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Omni,2010,14,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Santro Xing,2010,14,Manual,second,Hybrid/CNG,24-Nov
Mercedes-Benz,M-Class,2013,11,Automatic,first,Diesel,24-Nov
Hyundai,Creta,2016,8,Automatic,first,Petrol,24-Nov
Hyundai,Eon,2018,6,Manual,second,Petrol,24-Nov
Honda,Amaze,2019,5,Manual,second,Petrol,24-Nov
Mahindra,XUV500,2014,10,Manual,second,Diesel,24-Nov
Toyota,Innova Crysta,2020,4,Manual,first,Diesel,24-Nov
Honda,City,2021,3,Manual,first,Petrol,24-Nov
Skoda,Superb,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2013,11,Manual,second,Hybrid/CNG,24-Nov
Honda,Civic,2013,11,Automatic,second,Hybrid/CNG,24-Nov
Tata,Tigor,2019,5,Automatic,first,Hybrid/CNG,24-Oct
Honda,City,2018,6,Manual,first,Petrol,24-Nov
Mahindra,XUV500,2015,9,Manual,second,Diesel,24-Nov
Honda,City,2011,13,Manual,first,Petrol,24-Nov
Honda,Amaze,2019,5,Automatic,second,Petrol,24-Nov
Hyundai,Aura,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Innova,2009,15,Manual,second,Diesel,24-Jul
Toyota,Corolla Altis,2015,9,Automatic,first,Petrol,24-Nov
Mercedes-Benz,SLK-Class,2013,11,Automatic,second,Petrol,24-Nov
Honda,City,2010,14,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2021,3,Manual,second,Hybrid/CNG,24-Nov
Toyota,Camry,2014,10,Automatic,second,Hybrid/CNG,24-Oct
Maruti Suzuki,Celerio,2017,7,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire-Tour,2016,8,Manual,second,Diesel,24-Nov
Honda,City,2008,16,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Creta,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Alto 800,2019,5,Manual,second,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Verna,2012,12,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Fortuner,2016,8,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2022,2,Manual,first,Hybrid/CNG,24-Nov
Volkswagen,Tiguan,2018,6,Automatic,first,Diesel,24-Nov
Honda,City ZX,2008,16,Automatic,second,Hybrid/CNG,24-Nov
Fiat,Punto EVO,2015,9,Manual,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2020,4,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,SX4,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Tata,Tigor,2017,7,Automatic,second,Petrol,24-Nov
Hyundai,Grand i10,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ignis,2022,2,Manual,first,Petrol,24-Nov
Toyota,Innova,2011,13,Manual,first,Diesel,24-Nov
Honda,Jazz,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto,2007,17,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Grand i10 Nios,2024,0,Manual,first,Petrol,24-Nov
Honda,CRV,2014,10,Manual,second,Petrol,24-Nov
Maruti Suzuki,Celerio,2023,1,Manual,first,Petrol,24-Oct
Hyundai,Creta,2021,3,Manual,first,Diesel,24-Nov
Maruti Suzuki,Celerio,2015,9,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-800,2019,5,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2019,5,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto K10,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Honda,Jazz,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2018,6,Automatic,first,Petrol,24-Nov
Toyota,Etios,2019,5,Manual,second,Diesel,24-Nov
Mahindra,Bolero,2021,3,Manual,second,Diesel,24-Nov
Hyundai,Santro Xing,2013,11,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2018,6,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2018,6,Automatic,second,Hybrid/CNG,24-Nov
Honda,Amaze,2019,5,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2015,9,Automatic,first,Hybrid/CNG,24-Nov
Honda,Accord,2013,11,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,i20,2017,7,Manual,second,Petrol,24-Jul
BMW,X7,2020,4,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2018,6,Manual,first,Diesel,24-Nov
Hyundai,Verna,2012,12,Manual,second,Diesel,24-Nov
Renault,KWID,2017,7,Automatic,second,Petrol,24-Nov
BMW,5 Series,2017,7,Automatic,second,Diesel,24-Nov
Honda,Amaze,2015,9,Automatic,second,Petrol,24-Nov
Toyota,Innova Crysta,2018,6,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2020,4,Manual,first,Hybrid/CNG,24-Nov
Hyundai,i10,2015,9,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2021,3,Manual,first,Hybrid/CNG,24-Nov
Hyundai,i10,2011,13,Automatic,first,Petrol,24-Nov
Mahindra,XUV500,2013,11,Manual,first,Diesel,24-Nov
Skoda,Rapid,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2022,2,Manual,second,Petrol,24-Sep
Mahindra,TUV,2018,6,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2011,13,Manual,second,Petrol,24-Nov
Hyundai,i20,2011,13,Manual,first,Petrol,24-Nov
Hyundai,Creta,2018,6,Manual,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Innova Hycross,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Brezza,2023,1,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2016,8,Manual,second,Hybrid/CNG,24-Nov
Tata,Nano,2012,12,Manual,second,Petrol,24-Nov
Toyota,Innova Crysta,2018,6,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2016,8,Manual,first,Hybrid/CNG,24-Nov
Audi,Q3,2015,9,Automatic,first,Diesel,24-Nov
Land Rover,Freelander 2,2013,11,Automatic,second,Diesel,24-Oct
Maruti Suzuki,Eeco,2016,8,Manual,second,Petrol,24-Nov
Mini,Cooper Countryman,2018,6,Automatic,first,Petrol,24-Oct
Honda,WRV,2017,7,Automatic,second,Petrol,24-Nov
MG,Hector,2019,5,Manual,first,Diesel,24-Nov
Tata,Nexon,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Jeep,Compass,2018,6,Manual,first,Diesel,24-Nov
Maruti Suzuki,Baleno,2022,2,Automatic,second,Petrol,24-Nov
Honda,City,2013,11,Automatic,second,Hybrid/CNG,24-Nov
Toyota,Fortuner,2020,4,Automatic,first,Diesel,24-Nov
Volkswagen,Ameo,2017,7,Manual,first,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2011,13,Manual,first,Petrol,24-Nov
Maruti Suzuki,Ertiga,2017,7,Manual,first,Petrol,24-Nov
BMW,X1,2022,2,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Baleno,2018,6,Automatic,second,Petrol,24-Nov
Hyundai,Verna,2016,8,Manual,first,Petrol,24-Nov
Hyundai,Creta,2019,5,Manual,second,Diesel,24-Oct
Honda,Brio,2016,8,Manual,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2011,13,Manual,second,Petrol,24-Nov
Honda,City,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2014,10,Manual,second,Petrol,24-Nov
Jeep,Compass,2018,6,Manual,second,Diesel,24-Oct
Toyota,Glanza,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Vitara-Brezza,2022,2,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2019,5,Manual,first,Hybrid/CNG,24-Jun
Maruti Suzuki,Ertiga,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,Alto-800,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Ertiga,2018,6,Manual,first,Hybrid/CNG,24-Nov
Tata,Harrier,2023,1,Automatic,first,Diesel,24-Nov
Kia,Seltos,2019,5,Manual,first,Petrol,24-Nov
Nissan,Terrano,2017,7,Manual,second,Hybrid/CNG,24-Nov
Ford,Figo Aspire,2019,5,Manual,first,Diesel,24-Nov
Hyundai,i10,2012,12,Manual,first,Petrol,24-Nov
Hyundai,Elite i20,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2023,1,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Ignis,2020,4,Automatic,second,Petrol,24-Nov
Hyundai,Santro Xing,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2018,6,Automatic,second,Hybrid/CNG,24-Nov
BMW,3 Series,2014,10,Automatic,second,Diesel,24-Nov
Hyundai,Grand i10,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2014,10,Manual,second,Petrol,24-Nov
Mahindra,Scorpio,2012,12,Automatic,second,Diesel,24-Nov
Tata,Safari Storme,2016,8,Manual,second,Diesel,24-Nov
Toyota,Glanza,2019,5,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2016,8,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ciaz,2018,6,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Creta,2022,2,Automatic,first,Diesel,24-Nov
Kia,Seltos,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift,2014,10,Manual,second,Petrol,24-Nov
Hyundai,Eon,2017,7,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R-1-0,2010,14,Manual,second,Petrol,24-Nov
Maruti Suzuki,Alto-800,2014,10,Manual,second,Petrol,24-Nov
Chevrolet,Enjoy,2013,11,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Vitara-Brezza,2017,7,Automatic,second,Diesel,24-Nov
Audi,A6,2015,9,Automatic,second,Diesel,24-Nov
Hyundai,Eon,2013,11,Manual,second,Petrol,24-Nov
Chevrolet,Beat,2011,13,Automatic,first,Hybrid/CNG,24-Nov
Honda,City,2012,12,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2012,12,Manual,second,Hybrid/CNG,24-Nov
Toyota,Innova,2013,11,Manual,second,Diesel,24-Nov
Ford,Ecosport,2018,6,Automatic,first,Hybrid/CNG,24-Oct
BMW,3 Series Gran Limousine,2015,9,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Vitara Brezza,2018,6,Automatic,first,Diesel,24-Nov
Hyundai,Eon,2018,6,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Grand i10 Nios,2021,3,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Creta,2022,2,Automatic,first,Petrol,24-Nov
Hyundai,i10,2011,13,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-K10,2018,6,Automatic,second,Hybrid/CNG,24-Nov
Honda,City,2021,3,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ritz,2012,12,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2019,5,Manual,first,Hybrid/CNG,24-Sep
Hyundai,Santro Xing,2010,14,Manual,first,Hybrid/CNG,24-Nov
Datsun,GO,2014,10,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Bajaj,RE60,2019,5,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Santro,2021,3,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Tata,Nexon,2018,6,Automatic,first,Hybrid/CNG,24-Oct
Hyundai,Santro Xing,2011,13,Manual,first,Petrol,24-Nov
Mahindra,Thar,2021,3,Automatic,second,Petrol,24-Nov
Hyundai,Creta,2018,6,Automatic,first,Petrol,24-Nov
Mahindra,Marazzo,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ritz,2010,14,Manual,first,Hybrid/CNG,24-Nov
Mahindra,XUV500,2015,9,Manual,first,Diesel,24-Nov
Toyota,Corolla Altis,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,i20,2010,14,Manual,second,Diesel,24-Nov
Mercedes-Benz,GLS,2022,2,Automatic,second,Diesel,24-Nov
Jeep,Compass,2018,6,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ritz,2010,14,Manual,first,Hybrid/CNG,24-Nov
Tata,Tiago,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Mahindra,XUV500,2012,12,Manual,second,Diesel,24-Nov
Tata,Nexon,2022,2,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Eeco,2022,2,Manual,second,Petrol,24-Nov
Chevrolet,Spark,2011,13,Automatic,first,Hybrid/CNG,24-Oct
Hyundai,Xcent,2018,6,Manual,second,Petrol,24-Nov
Honda,City,2016,8,Automatic,second,Petrol,24-Sep
Mahindra,XUV 300,2021,3,Automatic,second,Diesel,24-Nov
Hyundai,Grand i10 Nios,2022,2,Manual,second,Petrol,24-Nov
Hyundai,Creta,2022,2,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2012,12,Manual,second,Hybrid/CNG,24-Nov
MG,ASTOR,2022,2,Automatic,first,Petrol,24-Nov
Hyundai,Grand i10,2019,5,Manual,first,Petrol,24-Nov
Honda,Jazz,2016,8,Manual,first,Diesel,24-Nov
Hyundai,i10,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2017,7,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,maruti-suzuki-brezza,2019,5,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Ignis,2021,3,Automatic,first,Petrol,24-Nov
Mahindra,KUV 100,2017,7,Manual,first,Diesel,24-Nov
Mahindra,XUV500,2015,9,Manual,second,Diesel,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2023,1,Manual,first,Hybrid/CNG,24-Oct
Toyota,Fortuner,2013,11,Automatic,second,Diesel,24-Nov
BMW,2 Series,2021,3,Automatic,first,Petrol,24-Nov
Audi,A8 L,2014,10,Automatic,first,Diesel,24-Nov
Toyota,Camry,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,i10,2011,13,Manual,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-K10,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ciaz,2018,6,Automatic,first,Petrol,24-Oct
Maruti Suzuki,Ignis,2019,5,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Alto-800,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2018,6,Manual,first,Diesel,24-Nov
Tata,Altroz,2020,4,Manual,first,Hybrid/CNG,24-Nov
Toyota,Fortuner,2019,5,Automatic,first,Diesel,24-Nov
Honda,Amaze,2015,9,Manual,second,Hybrid/CNG,24-Nov
Mahindra,XUV500,2017,7,Manual,first,Diesel,24-Nov
Toyota,Innova,2014,10,Manual,second,Diesel,24-Nov
Volkswagen,Virtus,2021,3,Automatic,first,Petrol,24-Nov
